109223528,2017-03-14,47,671708,0.269,False
43792825,2015-03-29,24,1047679,46.0,False
40572435,2015-02-04,36,1167545,4.0,False
15457977,2013-12-14,24,1124973,21.0,
23312460,2014-05-04,13,155607,1.0,False
107948237,2017-03-02,43,112830,1.0,False
14015338,2013-11-15,34,764438,2.0,
47461967,2015-05-25,47,671706,2.131,False
98900779,2016-12-04,37,1489871,14.0,True
66878804,2016-01-06,14,1335305,5.0,False
84690053,2016-07-11,23,315279,3.0,False
114811689,2017-05-06,48,167437,10.0,False
47000228,2015-05-18,51,1351305,1.0,False
93168426,2016-10-07,26,2010379,1.0,False
85612681,2016-07-21,3,1695882,7.962,False
72809823,2016-03-09,8,859966,10.0,False
69820538,2016-02-06,35,1243815,6.0,False
18036417,2014-01-28,26,1121615,1.0,
4728098,2013-04-25,5,1084882,1.0,
34261084,2014-11-01,11,1463772,10.0,False
68684495,2016-01-25,34,265254,15.0,False
59290782,2015-10-15,11,378330,1.0,False
61715842,2015-11-10,30,464333,3.0,False
80057031,2016-05-23,45,2011208,4.0,False
70374205,2016-02-12,34,1047395,3.0,False
39076873,2015-01-10,7,108698,2.0,False
99291949,2016-12-08,24,205486,1.0,False
14670899,2013-11-28,51,1038946,1.0,
90872552,2016-09-13,27,838216,7.0,False
20830004,2014-03-19,8,265254,28.0,
5914524,2013-05-22,14,315220,13.0,
54579047,2015-08-22,27,1473487,5.0,False
22009442,2014-04-07,47,1239880,0.758,False
22439452,2014-04-16,34,867850,10.0,False
47047828,2015-05-19,39,1121513,7.0,False
8716511,2013-07-23,47,1102970,8.0,
122227873,2017-07-15,46,1309672,7.0,False
92138257,2016-09-26,44,1905638,10.0,False
32661163,2014-10-09,12,1239905,5.0,False
63636173,2015-12-01,26,584028,75.457,False
11274833,2013-09-17,43,938567,3.0,
73959546,2016-03-21,13,1463786,19.0,False
4785329,2013-04-26,28,507457,3.0,
13085687,2013-10-27,5,428054,4.0,
117520979,2017-06-01,23,1403464,24.0,False
57102433,2015-09-20,42,1693645,14.0,False
59306411,2015-10-15,22,838216,5.0,False
40611955,2015-02-05,14,583977,5.47,True
116634857,2017-05-24,3,885553,4.0,False
72399535,2016-03-04,51,1162759,11.0,True
75309272,2016-04-04,19,1576262,1.0,False
92374909,2016-09-29,21,1473413,5.662,False
72563390,2016-03-06,31,2010916,6.0,False
120681173,2017-07-01,19,223434,3.0,False
75028402,2016-04-01,37,1489899,6.0,False
79359006,2016-05-16,28,452078,1.0,False
43887383,2015-03-30,50,1324174,2.0,False
93177885,2016-10-07,33,409904,4.0,False
20520992,2014-03-14,24,682884,2.0,
105011820,2017-02-02,43,890375,2.0,False
48046212,2015-06-02,46,1584293,2.0,False
70458069,2016-02-13,26,770453,1.0,False
82311595,2016-06-16,39,1418022,6.0,False
31627373,2014-09-24,33,1489868,8.0,False
109521746,2017-03-17,43,2010766,7.0,False
15953598,2013-12-23,47,1057490,5.0,
71809878,2016-02-27,48,355091,1.0,False
123468098,2017-07-27,43,1459058,34.0,False
13592265,2013-11-06,47,312324,12.0,
45557736,2015-04-26,45,859966,30.0,False
105433861,2017-02-06,35,158956,6.0,False
110568239,2017-03-27,39,1975715,2.0,False
99610298,2016-12-11,27,1993077,7.0,True
46328315,2015-05-08,50,1176560,2.0,False
89218715,2016-08-27,23,1909409,1.0,False
112097568,2017-04-11,12,838408,2.0,False
2001731,2013-02-20,1,838875,11.0,
122971509,2017-07-22,51,507478,31.0,False
100109941,2016-12-16,24,1273024,3.0,False
63012930,2015-11-24,40,517906,1.0,False
120624838,2017-06-30,47,623316,35.71,True
114775040,2017-05-06,30,2003409,1.0,False
42238271,2015-03-04,8,759694,8.0,False
54125806,2015-08-16,51,1148719,4.0,False
87317665,2016-08-07,27,1968368,27.0,False
14918825,2013-12-03,43,841570,1.0,
46665208,2015-05-14,1,1457230,6.0,False
113873072,2017-04-28,17,575863,7.0,False
31049464,2014-09-16,8,1176562,3.0,False
1094161,2013-01-29,2,673306,5.0,
17722349,2014-01-23,36,876224,11.0,
39556451,2015-01-18,17,1052563,76.0,False
46242751,2015-05-07,34,106716,6.0,False
118317354,2017-06-08,46,258395,1.0,False
50080994,2015-06-28,32,215303,7.0,False
23752340,2014-05-13,9,264752,6.0,False
10928405,2013-09-10,6,664537,1.0,
62924831,2015-11-23,41,795610,4.0,False
67349135,2016-01-11,11,1457228,4.0,False
97284966,2016-11-18,36,830806,4.0,False
79105502,2016-05-14,1,946277,3.0,False
8074889,2013-07-09,16,977007,3.0,
16024192,2013-12-26,10,302824,1.0,
60662267,2015-10-30,19,315178,1.0,False
8543905,2013-07-20,3,559044,16.0,
119632451,2017-06-21,14,1228320,6.0,False
71770941,2016-02-27,27,1230014,2.0,False
49234182,2015-06-17,48,460804,2.0,False
2738585,2013-03-09,30,454414,2.0,
63765804,2015-12-02,45,1456952,3.0,False
74559624,2016-03-27,38,848765,6.0,True
113094442,2017-04-20,51,898656,7.0,False
114414749,2017-05-03,6,1372511,1.0,True
17729693,2014-01-23,43,269029,12.0,
75779978,2016-04-09,18,414620,11.0,False
81321264,2016-06-05,53,1473401,13.219,False
119665323,2017-06-21,34,2061404,6.0,True
13125162,2013-10-27,49,838875,2.0,
117989973,2017-06-05,36,1489895,6.0,False
17236342,2014-01-16,3,1501579,9.0,
95020743,2016-10-26,36,841842,30.0,True
80658744,2016-05-30,9,671908,1.0,False
112840271,2017-04-18,22,1457180,1.0,False
56972298,2015-09-19,17,1239852,7.758,False
11133001,2013-09-14,39,1104599,2.0,
24731918,2014-06-01,50,833395,12.0,False
70061883,2016-02-09,12,1401733,2.0,False
33447287,2014-10-20,25,949243,1.0,False
62020257,2015-11-14,1,1402643,4.0,False
27421892,2014-07-18,44,829414,9.0,False
82332223,2016-06-16,49,1463798,18.0,True
3729293,2013-04-01,45,119624,3.0,
97575427,2016-11-21,23,2010959,2.0,False
121283201,2017-07-06,46,1457840,5.0,False
110105872,2017-03-23,16,765517,1.0,False
48525718,2015-06-08,46,1141956,1.0,False
17871646,2014-01-25,49,1239789,14.0,
88218029,2016-08-16,46,1148972,6.0,False
41239904,2015-02-15,46,1239883,6.502,False
77346789,2016-04-25,33,1463885,17.0,False
43680610,2015-03-27,38,1397802,2.0,False
104564838,2017-01-29,29,1968666,1.0,False
123547280,2017-07-28,30,1397062,29.0,True
75653238,2016-04-08,1,732007,3.0,True
4643422,2013-04-23,4,410866,5.0,
116685020,2017-05-24,32,838844,4.0,False
74177269,2016-03-23,36,1047681,4.0,False
71407476,2016-02-23,29,843459,4.0,False
95284507,2016-10-29,24,414454,8.0,False
26607063,2014-07-06,31,362035,1.0,False
82664835,2016-06-20,19,129296,4.0,False
114017203,2017-04-29,36,730258,13.0,False
34851718,2014-11-09,25,933780,1.0,False
94422820,2016-10-20,23,732006,1.0,False
102424804,2017-01-08,44,1472489,5.0,False
9739758,2013-08-15,18,716242,1.0,
37423161,2014-12-15,23,1457411,1.0,False
66615477,2016-01-03,30,819932,30.0,False
4478354,2013-04-19,12,888763,3.0,
98048258,2016-11-26,20,1695931,3.675,False
118260049,2017-06-08,11,1964738,9.0,False
81760622,2016-06-10,46,1228321,4.0,False
72217441,2016-03-03,3,165705,6.0,False
11823998,2013-09-29,45,930247,1.0,
53719147,2015-08-12,3,795610,11.0,False
71629786,2016-02-25,53,1464218,2.0,False
72704178,2016-03-08,2,111397,8.0,False
106821474,2017-02-19,53,1464076,4.0,False
22826106,2014-04-24,30,876224,5.0,False
27524790,2014-07-20,10,364834,3.0,False
112223714,2017-04-12,27,2037008,4.0,False
52738306,2015-07-31,20,812716,1.0,False
75949231,2016-04-10,54,2011401,5.0,False
76669712,2016-04-18,31,1965853,3.0,False
12483650,2013-10-13,50,1085150,3.0,
121492878,2017-07-08,45,404336,20.0,False
112320006,2017-04-13,25,264300,1.0,False
47985708,2015-06-02,4,1092061,1.0,False
72993217,2016-03-11,8,1239857,14.108,True
4207769,2013-04-12,51,464536,9.0,
6216360,2013-05-29,7,114790,2.0,
106307107,2017-02-15,2,1397802,4.0,False
919476,2013-01-24,45,227728,30.0,
43100049,2015-03-18,9,1239783,7.0,False
14634405,2013-11-28,8,1158719,17.0,
110068024,2017-03-22,49,1457834,19.0,False
60966009,2015-11-02,30,864508,3.0,False
122648593,2017-07-19,46,1463602,8.0,False
20580146,2014-03-15,17,318932,8.0,
18356721,2014-02-02,46,1114566,25.0,
24992202,2014-06-07,1,913968,11.0,False
30962643,2014-09-14,51,257848,20.0,False
71014953,2016-02-19,23,619969,5.0,False
112656778,2017-04-16,37,1456886,3.0,False
49859311,2015-06-25,46,410866,6.0,False
72761157,2016-03-08,37,312324,3.0,False
102640050,2017-01-10,48,1250226,10.0,False
38836895,2015-01-05,53,929627,2.0,False
78519846,2016-05-07,45,890375,2.0,False
40918960,2015-02-10,24,1148018,1.0,False
16233609,2013-12-30,13,750855,6.0,
24323377,2014-05-24,47,664543,14.0,False
30612021,2014-09-09,49,1167487,1.0,False
1287569,2013-02-02,41,373152,4.0,
83707353,2016-07-01,28,833396,5.0,False
4668957,2013-04-23,39,1047685,31.0,
43438385,2015-03-23,37,1371618,8.0,False
54359052,2015-08-19,46,1057491,6.0,False
31465553,2014-09-22,8,1047686,12.0,False
103788284,2017-01-22,3,838217,7.0,False
63580956,2015-11-30,48,1464188,7.0,False
101969169,2017-01-04,28,1898960,4.0,False
9737529,2013-08-15,15,959437,2.0,
13231008,2013-10-30,12,518091,5.0,
118989701,2017-06-15,11,308766,1.0,False
52781711,2015-07-31,48,1501547,18.0,False
6826063,2013-06-11,37,428054,4.0,
33677585,2014-10-23,47,953413,3.0,False
20579040,2014-03-15,16,305341,2.0,
12566483,2013-10-15,44,1072167,5.0,
34437542,2014-11-03,37,1166475,8.0,False
77032823,2016-04-22,20,1021676,1.0,False
60755983,2015-10-31,19,1464137,9.0,False
85098145,2016-07-15,46,320682,70.0,False
117503426,2017-06-01,13,129297,3.0,False
106441272,2017-02-16,20,888689,4.0,False
57788704,2015-09-28,43,1317096,2.0,False
119348469,2017-06-18,32,1460021,2.0,False
123446093,2017-07-27,29,2010519,1.0,False
57986495,2015-10-01,5,1047756,6.0,False
69687412,2016-02-05,12,1914786,1.0,False
61148262,2015-11-04,24,1113847,1.0,False
117012332,2017-05-27,38,1463566,8.0,False
2248749,2013-02-25,50,968936,2.0,
3037089,2013-03-16,39,115611,68.0,
85516100,2016-07-20,3,171890,8.0,False
6399816,2013-06-02,11,314879,8.0,
112991741,2017-04-19,49,2058895,1.0,False
17159168,2014-01-14,47,692106,1.0,
28342928,2014-08-01,23,457425,1.0,True
38757578,2015-01-04,38,116311,2.0,False
116316164,2017-05-21,4,2007117,2.0,False
13501994,2013-11-05,1,546043,4.0,
63094435,2015-11-25,36,949297,6.0,False
38503934,2014-12-30,45,1146974,2.0,False
67683544,2016-01-14,51,1166475,10.0,False
64614241,2015-12-11,48,122095,1.0,False
90231868,2016-09-06,43,1349807,1.0,False
77789017,2016-04-30,22,838844,2.0,False
110627655,2017-03-28,15,655427,2.0,False
87982019,2016-08-14,22,882624,1.0,False
5241060,2013-05-06,48,1109325,18.0,
20985681,2014-03-21,37,1473478,27.385,
119995142,2017-06-24,45,258395,3.0,False
23778574,2014-05-13,44,407533,4.0,False
3356169,2013-03-24,5,357996,5.0,
88467459,2016-08-19,28,844019,0.784,True
66655632,2016-01-03,50,1441817,6.0,False
74428657,2016-03-26,17,1909409,3.0,False
29519327,2014-08-23,17,979199,3.0,False
15258622,2013-12-10,24,464333,6.0,
11900268,2013-10-01,24,956011,1.0,
70261929,2016-02-11,21,1239820,9.0,False
48422962,2015-06-07,31,866927,22.0,False
65624689,2015-12-22,22,559680,6.0,False
87466829,2016-08-08,54,1459058,10.0,False
60250883,2015-10-25,38,358515,3.0,False
84930422,2016-07-13,54,1021281,2.0,False
77625023,2016-04-28,38,1695935,8.263,False
44989840,2015-04-17,40,838415,1.0,False
89776991,2016-09-02,11,898656,16.0,False
29974291,2014-08-31,44,1228321,1.0,False
14990967,2013-12-05,8,881911,7.0,
9125303,2013-08-01,54,580929,1.0,
26068219,2014-06-28,2,765519,7.0,False
96610303,2016-11-11,39,1239783,2.0,False
8238821,2013-07-13,7,563654,5.0,
123970581,2017-08-01,23,1695874,8.0,True
112695311,2017-04-16,54,1158719,1.0,True
66157598,2015-12-28,48,1751174,8.702,False
64791972,2015-12-13,39,1014864,3.0,False
106757069,2017-02-19,20,1971394,5.0,False
43438580,2015-03-23,38,261700,4.0,False
31367167,2014-09-20,46,1386696,1.0,False
109441461,2017-03-16,53,1489741,5.187,False
65880561,2015-12-24,54,1899450,2.0,False
49834529,2015-06-25,27,1324591,3.0,False
13566982,2013-11-06,16,153395,7.0,
20725993,2014-03-17,31,258411,1.0,
29322556,2014-08-19,36,414421,2.0,False
17562607,2014-01-21,3,1152346,10.0,
34641298,2014-11-06,28,414621,6.0,False
107521002,2017-02-26,41,1696003,7.316,False
25997978,2014-06-26,37,1080001,1.0,False
101616198,2016-12-31,20,108833,5.0,False
45752956,2015-04-30,3,208514,6.0,False
119592621,2017-06-20,48,1993195,2.0,False
80762526,2016-05-31,14,1463799,3.0,True
98896423,2016-12-04,35,1101724,3.0,False
85400597,2016-07-18,46,323921,17.0,False
105229935,2017-02-04,43,418235,8.0,False
109613318,2017-03-18,34,1973543,12.0,False
33504813,2014-10-21,13,1162382,26.0,False
22996051,2014-04-27,50,360313,7.0,False
5038558,2013-05-02,15,902202,5.0,
1832786,2013-02-15,51,864511,1.0,
81396386,2016-06-06,44,1464091,1.0,False
62301291,2015-11-16,50,776057,2.0,False
51503878,2015-07-16,5,874990,3.0,False
2375392,2013-03-01,3,843411,2.0,
110109256,2017-03-23,18,1065599,3.455,True
70390106,2016-02-12,44,165704,19.0,False
74491223,2016-03-26,51,364724,9.0,False
34306109,2014-11-01,47,564288,31.0,False
46561215,2015-05-12,23,1317095,1.0,False
50727364,2015-07-06,20,1047740,8.0,False
36134369,2014-11-27,46,1229676,1.0,False
69165235,2016-01-30,46,1463992,482.0,False
114267809,2017-05-01,45,692537,62.0,False
28618614,2014-08-06,18,1229686,2.0,False
105267627,2017-02-05,5,214381,12.0,False
114513260,2017-05-04,2,2000873,1.0,False
50455141,2015-07-03,7,1463507,24.0,False
48183665,2015-06-04,34,583975,7.992,True
41949100,2015-02-27,36,1157561,4.0,False
110521965,2017-03-27,12,692537,7.0,False
23640228,2014-05-10,49,1255777,22.0,False
69368324,2016-02-01,47,1583523,1.0,False
54982851,2015-08-27,14,1146783,3.0,False
103945178,2017-01-23,27,1920071,3.0,False
119182853,2017-06-17,4,1575252,1.0,False
77734926,2016-04-29,47,1695882,8.399,False
40208390,2015-01-29,36,939130,3.0,False
12004203,2013-10-03,37,954796,1.0,
41957000,2015-02-27,44,463903,6.0,False
29578020,2014-08-24,23,1047757,2.0,False
98894814,2016-12-04,34,1105228,3.0,False
91190218,2016-09-16,50,1239906,5.0,False
86655883,2016-07-31,47,315279,14.0,False
19367313,2014-02-23,5,1047786,6.0,
42705681,2015-03-11,44,1047757,9.0,False
17447085,2014-01-19,14,872309,2.0,
93999452,2016-10-16,1,1965425,1.0,False
6144804,2013-05-27,27,414620,4.0,
92640160,2016-10-02,3,1464137,1.0,False
115451078,2017-05-12,53,1456952,2.0,True
68707091,2016-01-25,46,1463992,234.0,False
59640422,2015-10-18,50,1157329,12.0,False
100916844,2016-12-23,48,119187,5.0,False
4405570,2013-04-17,28,262991,2.0,
77564065,2016-04-27,53,1121514,6.0,True
68218093,2016-01-20,36,410257,5.0,False
110503835,2017-03-27,3,1422837,10.0,False
70101869,2016-02-09,39,1083196,1.0,False
24696761,2014-06-01,13,1260238,3.0,False
43300582,2015-03-21,29,454426,1.0,False
85561099,2016-07-20,29,559680,3.0,False
40222425,2015-01-29,48,365138,1.0,False
44952035,2015-04-17,4,913967,4.0,False
113700201,2017-04-26,35,1939383,4.0,True
106305730,2017-02-15,1,2048624,7.0,False
115155011,2017-05-10,3,671039,6.0,False
28623087,2014-08-06,26,173113,6.0,False
121884896,2017-07-12,27,1981470,2.0,True
123996232,2017-08-01,38,262991,6.0,False
97952699,2016-11-25,22,1239875,25.987,True
121178631,2017-07-05,46,363889,10.0,False
46765121,2015-05-15,33,1239815,6.0,False
70572151,2016-02-14,36,1473478,18.425,False
77451131,2016-04-26,42,105575,17.0,False
13599148,2013-11-06,54,1105211,6.0,
7012686,2013-06-15,47,209085,3.0,
37017822,2014-12-09,48,1248394,2.0,False
95840345,2016-11-03,48,1945851,1.0,False
611610,2013-01-17,7,279157,4.0,
36569376,2014-12-03,43,1463867,17.0,False
9921823,2013-08-19,13,1047790,20.0,
118081952,2017-06-06,28,1084417,2.0,False
12276261,2013-10-09,26,839362,10.0,
61924222,2015-11-12,50,470625,7.0,False
12922652,2013-10-23,30,426155,6.0,
109424560,2017-03-16,45,1958226,11.0,True
21546633,2014-03-30,16,211203,3.0,
7460211,2013-06-25,46,841667,2.0,
94231335,2016-10-18,19,364834,13.0,False
120276810,2017-06-27,23,1162933,1.0,False
89291812,2016-08-28,7,1751174,61.231,False
123151284,2017-07-24,34,1464005,2.0,False
9921443,2013-08-19,13,414620,5.0,
105562721,2017-02-07,47,525887,7.0,False
99017668,2016-12-05,42,1221054,1.0,False
74990869,2016-04-01,15,770449,6.0,False
465292,2013-01-13,27,849095,3.0,
109480537,2017-03-17,20,1463900,7.0,False
104886324,2017-02-01,33,1102975,5.0,False
15008082,2013-12-05,31,358272,8.0,
103090863,2017-01-15,16,220435,31.0,False
122749291,2017-07-20,46,1464910,2.0,False
38305169,2014-12-28,7,164036,2.0,False
42649329,2015-03-10,46,1004551,5.0,False
4522332,2013-04-20,14,651525,14.0,
25443956,2014-06-15,44,870545,4.0,False
17731303,2014-01-23,44,819195,2.0,
36163317,2014-11-28,11,740714,6.0,False
21997362,2014-04-07,36,1149579,3.0,False
110526673,2017-03-27,15,1328907,17.0,False
90706513,2016-09-11,41,996600,2.0,False
68069402,2016-01-18,53,1464095,1.0,False
116792376,2017-05-25,37,1012788,3.0,False
62512487,2015-11-19,16,572838,1.0,False
89241018,2016-08-27,37,2011105,2.0,False
62277036,2015-11-16,38,1222575,1.0,False
53470749,2015-08-09,3,318787,1.0,False
11930088,2013-10-02,3,841514,9.0,
87997145,2016-08-14,31,563654,4.0,False
43519717,2015-03-25,1,158956,1.0,False
62701368,2015-11-21,21,1228950,1.0,False
22103309,2014-04-09,45,308924,1.0,False
110202844,2017-03-24,15,323013,3.0,False
4278270,2013-04-14,30,655744,1.0,
86184569,2016-07-27,1,849312,8.0,False
11402728,2013-09-20,37,1148018,1.0,
123333040,2017-07-26,21,839367,1.0,False
52940622,2015-08-02,38,305344,16.0,False
94414160,2016-10-20,16,1460018,1.0,False
17933395,2014-01-26,46,1463621,5.0,
99128364,2016-12-06,45,1176559,3.0,False
23247971,2014-05-03,3,888689,1.0,False
93828144,2016-10-14,15,1359503,2.0,False
58682136,2015-10-08,33,1328471,6.0,False
37594958,2014-12-17,43,464339,4.0,False
12434363,2013-10-12,49,671079,1.0,
38432734,2014-12-29,48,372480,5.0,False
118336118,2017-06-08,54,664543,2.0,False
50019889,2015-06-27,46,1457411,17.0,False
115214350,2017-05-10,37,1988902,2.0,False
108996168,2017-03-12,37,1284221,3.0,False
58849297,2015-10-10,21,103501,2.0,False
82125105,2016-06-14,37,2026801,3.0,False
112851314,2017-04-18,29,229368,2.0,False
27841418,2014-07-24,54,1229584,1.0,False
66649223,2016-01-03,48,374464,4.0,False
111660052,2017-04-07,5,1092061,2.0,False
43755817,2015-03-28,47,849080,4.0,False
86556882,2016-07-30,49,907684,32.0,False
93037086,2016-10-06,2,1904678,4.0,False
110763597,2017-03-29,36,1463934,1.0,False
88855362,2016-08-23,27,1492315,9.0,False
110149394,2017-03-23,42,1342006,4.0,False
47866963,2015-05-31,34,913102,71.0,False
26410657,2014-07-03,39,586823,3.0,False
106901711,2017-02-20,43,1968666,1.0,False
90275953,2016-09-07,10,664545,1.0,False
117651492,2017-06-02,37,1400332,2.0,False
18076807,2014-01-29,5,1239913,4.0,
123615567,2017-07-29,9,153395,3.0,False
58893151,2015-10-10,46,937953,1.0,False
17199408,2014-01-15,27,1089820,1.0,
97856547,2016-11-24,19,1956479,2.0,False
6309566,2013-05-31,14,1089044,9.0,
22974696,2014-04-27,30,1080756,1.0,False
45724517,2015-04-29,33,805311,1.0,False
39957326,2015-01-25,9,1354711,41.0,False
57802493,2015-09-28,50,311994,14.57,False
116730274,2017-05-24,54,315322,1.0,False
84984263,2016-07-14,34,1239819,6.0,False
124805540,2017-08-09,16,1695875,3.0,False
40538907,2015-02-04,3,273528,42.0,False
88222760,2016-08-16,48,937953,1.0,False
68125641,2016-01-19,35,581078,1.0,False
89032293,2016-08-25,22,1119217,4.0,False
39728841,2015-01-21,14,907686,2.0,False
96570359,2016-11-11,12,567750,2.0,False
100458716,2016-12-19,36,564287,2.0,False
11712188,2013-09-27,26,358096,1.0,
75505920,2016-04-06,22,2027090,2.0,False
10938819,2013-09-10,18,275823,2.0,
111400745,2017-04-04,33,838407,1.0,False
30406090,2014-09-06,51,846565,6.0,False
112540144,2017-04-15,32,1460019,2.0,False
115032556,2017-05-08,48,211205,24.0,False
102299542,2017-01-07,38,872308,5.0,False
93716345,2016-10-13,3,1464005,41.0,False
76407524,2016-04-15,51,1464192,1.0,False
34314243,2014-11-01,51,563966,27.0,False
17167404,2014-01-14,54,849142,3.0,
80388152,2016-05-27,25,1062374,45.101,True
100484575,2016-12-19,47,1369973,5.0,True
86609881,2016-07-31,23,1324670,4.0,False
106667351,2017-02-18,31,414426,1.0,False
116794153,2017-05-25,38,807493,5.0,False
51666140,2015-07-18,7,738219,6.0,False
32231803,2014-10-03,9,853196,9.0,False
17022948,2014-01-12,40,1024975,16.0,
7995259,2013-07-07,32,1044592,1.0,
63972284,2015-12-05,2,2010786,5.0,False
102389128,2017-01-08,26,1260238,8.0,False
20182545,2014-03-09,3,859932,6.0,
49225555,2015-06-17,44,509872,12.0,False
58285509,2015-10-04,11,507927,7.0,False
49052284,2015-06-15,31,158680,2.0,True
46524020,2015-05-11,47,510054,37.0,False
103540614,2017-01-19,38,1977997,1.0,False
29428280,2014-08-21,36,1239914,7.0,False
20449079,2014-03-13,11,1346638,25.0,
40928086,2015-02-10,34,1121515,13.0,False
110283748,2017-03-25,3,2010902,20.0,False
46168830,2015-05-06,24,839544,2.0,False
79465466,2016-05-17,36,1463483,6.0,False
1374723,2013-02-04,44,168930,50.0,
85971964,2016-07-24,44,1473396,27.571,False
68623402,2016-01-24,50,364865,24.0,False
123305484,2017-07-26,5,575875,2.0,False
43418624,2015-03-23,18,315176,16.0,False
77831050,2016-04-30,45,681606,14.0,False
24492926,2014-05-28,13,577743,1.0,False
62801230,2015-11-22,23,522383,6.0,False
79240658,2016-05-15,18,404439,8.0,False
103069841,2017-01-15,5,1239818,2.0,False
68010877,2016-01-18,19,1178692,2.0,True
31889045,2014-09-28,18,1464134,1.0,False
74937581,2016-03-31,41,1913596,3.0,True
74105379,2016-03-22,46,1417697,5.0,False
8936274,2013-07-28,45,671708,2.504,
85223572,2016-07-17,3,655744,3.0,False
13683809,2013-11-08,44,738219,6.0,
74484861,2016-03-26,48,1239918,5.0,False
40893267,2015-02-09,54,226857,1.0,False
77821250,2016-04-30,40,1229591,1.0,False
